School,Player_Type,Position_Type,Position,Drafted,Team
Kansas St.,offense,backs_receivers,FB,No,Undrafted
San Diego St.,offense,offensive_lineman,OG,No,Undrafted
Tulsa,offense,backs_receivers,WR,No,Undrafted
Auburn,defense,line_backer,OLB,No,Undrafted
Arizona St.,offense,backs_receivers,WR,No,Undrafted
Illinois,offense,backs_receivers,RB,No,Undrafted
Utah,defense,defensive_lineman,DE,No,Undrafted
UCLA,special_teams,kicking_specialist,K,No,Undrafted
Colorado,defense,defensive_back,CB,No,Undrafted
Maryland,special_teams,kicking_specialist,K,No,Undrafted
Duke,defense,defensive_back,SS,No,Undrafted
Utah,defense,defensive_back,SS,No,Undrafted
Texas A&M,offense,backs_receivers,RB,No,Undrafted
Mississippi St.,defense,defensive_back,CB,No,Undrafted
Stanford,offense,backs_receivers,WR,No,Undrafted
Florida St.,defense,defensive_back,SS,No,Undrafted
Notre Dame,offense,backs_receivers,WR,No,Undrafted
Mississippi St.,defense,line_backer,OLB,No,Undrafted
UCLA,offense,offensive_lineman,C,No,Undrafted
Minnesota,defense,defensive_back,CB,No,Undrafted
Oklahoma St.,defense,defensive_lineman,DE,No,Undrafted
Auburn,offense,backs_receivers,RB,No,Undrafted
Illinois,offense,backs_receivers,WR,No,Undrafted
Michigan St.,offense,offensive_lineman,C,No,Undrafted
Oklahoma,defense,line_backer,ILB,No,Undrafted
Oregon,offense,backs_receivers,WR,No,Undrafted
Georgia,defense,defensive_lineman,DE,No,Undrafted
California,offense,backs_receivers,TE,No,Undrafted
Boston Col.,defense,defensive_lineman,DE,No,Undrafted
Oregon,offense,backs_receivers,QB,No,Undrafted
TCU,offense,backs_receivers,QB,No,Undrafted
Harvard,offense,backs_receivers,TE,No,Undrafted
Texas A&M,offense,offensive_lineman,OG,No,Undrafted
Illinois St.,offense,backs_receivers,RB,No,Undrafted
North Carolina St.,offense,backs_receivers,RB,No,Undrafted
North Carolina St.,offense,backs_receivers,TE,No,Undrafted
Miami (FL),defense,line_backer,ILB,No,Undrafted
Bowling Green,offense,backs_receivers,WR,No,Undrafted
Texas A&M,defense,defensive_back,CB,No,Undrafted
Northern Iowa,defense,defensive_back,CB,No,Undrafted
Cincinnati,offense,backs_receivers,WR,No,Undrafted
Miami (FL),defense,defensive_lineman,DE,No,Undrafted
Iowa,special_teams,kicking_specialist,K,No,Undrafted
Tennessee,offense,backs_receivers,WR,No,Undrafted
Stony Brook,defense,defensive_lineman,DE,No,Undrafted
Liberty,special_teams,kicking_specialist,K,No,Undrafted
San Jose St.,defense,defensive_back,CB,No,Undrafted
West Georgia,offense,offensive_lineman,OT,No,Undrafted
Louisiana St,defense,defensive_back,CB,No,Undrafted
Southern Utah,defense,defensive_lineman,DE,No,Undrafted
Sam Houston St.,special_teams,kicking_specialist,P,No,Undrafted
Colorado St.,defense,defensive_back,CB,No,Undrafted
Jacksonville St.,defense,defensive_lineman,DT,No,Undrafted
San Jose St.,defense,defensive_back,CB,No,Undrafted
Liberty,offense,backs_receivers,QB,No,Undrafted
Florida St.,offense,backs_receivers,WR,No,Undrafted
Kentucky,offense,backs_receivers,RB,No,Undrafted
Florida St.,offense,backs_receivers,WR,No,Undrafted
USC,offense,offensive_lineman,OT,No,Undrafted
Houston,offense,backs_receivers,WR,No,Undrafted
Oklahoma,defense,defensive_lineman,DT,No,Undrafted
Miami (FL),special_teams,kicking_specialist,P,No,Undrafted
Stanford,special_teams,kicking_specialist,K,No,Undrafted
Minnesota,defense,defensive_back,SS,No,Undrafted
Kentucky,offense,offensive_lineman,C,No,Undrafted
Connecticut,offense,backs_receivers,WR,No,Undrafted
Temple,offense,backs_receivers,RB,No,Undrafted
Michigan,defense,defensive_back,CB,No,Undrafted
Florida St.,offense,backs_receivers,FB,No,Undrafted
Louisville,offense,backs_receivers,WR,No,Undrafted
Michigan,offense,backs_receivers,RB,No,Undrafted
Arkansas,offense,offensive_lineman,OT,No,Undrafted
Penn St.,defense,defensive_lineman,DE,No,Undrafted
Wisconsin,defense,defensive_back,CB,No,Undrafted
Texas A&M,offense,backs_receivers,WR,No,Undrafted
Clemson,offense,backs_receivers,WR,No,Undrafted
Baylor,offense,backs_receivers,QB,No,Undrafted
Central Michigan,offense,backs_receivers,QB,No,Undrafted
Florida St.,offense,backs_receivers,WR,No,Undrafted
Mississippi St.,offense,backs_receivers,WR,No,Undrafted
USC,offense,backs_receivers,WR,No,Undrafted
Air Force,offense,backs_receivers,WR,No,Undrafted
Idaho,special_teams,kicking_specialist,P,No,Undrafted
Indiana,offense,backs_receivers,RB,No,Undrafted
Stanford,offense,backs_receivers,WR,No,Undrafted
Louisville,offense,backs_receivers,WR,No,Undrafted
Texas-El Paso,offense,backs_receivers,TE,No,Undrafted
Illinois,defense,line_backer,OLB,No,Undrafted
Old Dominion,offense,backs_receivers,WR,No,Undrafted
Pittsburgh,offense,backs_receivers,TE,No,Undrafted
West Virginia,offense,offensive_lineman,C,No,Undrafted
Wisconsin,offense,backs_receivers,RB,No,Undrafted
West Virginia,defense,defensive_lineman,DE,No,Undrafted
California,special_teams,other_special,LS,No,Undrafted
Texas A&M,offense,backs_receivers,WR,No,Undrafted
Illinois,defense,line_backer,ILB,No,Undrafted
Arkansas,offense,backs_receivers,WR,No,Undrafted
Memphis,defense,defensive_back,CB,No,Undrafted
Washington,defense,defensive_lineman,DE,No,Undrafted
Washington St.,offense,backs_receivers,WR,No,Undrafted
USC,offense,offensive_lineman,OG,No,Undrafted
Tulsa,offense,backs_receivers,WR,No,Undrafted
Colorado,offense,backs_receivers,QB,No,Undrafted
Maryland,defense,defensive_back,CB,No,Undrafted
Minnesota,offense,backs_receivers,QB,No,Undrafted
BYU,defense,line_backer,ILB,No,Undrafted
Akron,offense,backs_receivers,WR,No,Undrafted
Oklahoma St.,defense,defensive_back,CB,No,Undrafted
Texas A&M,offense,backs_receivers,QB,No,Undrafted
Louisville,defense,line_backer,ILB,No,Undrafted
Notre Dame,defense,defensive_lineman,DT,No,Undrafted
Clemson,defense,defensive_back,SS,No,Undrafted
Ohio St.,special_teams,kicking_specialist,P,No,Undrafted
Colorado St.,special_teams,kicking_specialist,P,No,Undrafted
North Carolina,offense,backs_receivers,WR,No,Undrafted
Louisville,offense,backs_receivers,TE,No,Undrafted
Arkansas,offense,backs_receivers,WR,No,Undrafted
Texas A&M,offense,offensive_lineman,OG,No,Undrafted
Auburn,defense,defensive_back,FS,No,Undrafted
Louisville,defense,line_backer,OLB,No,Undrafted
Virginia Tech,offense,backs_receivers,QB,No,Undrafted
Syracuse,offense,backs_receivers,WR,No,Undrafted
Arkansas,defense,line_backer,ILB,No,Undrafted
Virginia Tech,defense,defensive_lineman,DE,No,Undrafted
LSU,offense,backs_receivers,WR,No,Undrafted
Colorado St.,defense,line_backer,ILB,No,Undrafted
USC,offense,backs_receivers,RB,No,Undrafted
Washington,offense,backs_receivers,TE,No,Undrafted
TCU,offense,offensive_lineman,OG,No,Undrafted
Wisconsin,offense,backs_receivers,RB,No,Undrafted
Nebraska,offense,backs_receivers,TE,No,Undrafted
Michigan St.,defense,line_backer,ILB,No,Undrafted
Miami (OH),offense,offensive_lineman,OT,No,Undrafted
San Diego St.,offense,offensive_lineman,OT,No,Undrafted
Oregon,offense,backs_receivers,TE,No,Undrafted
Mississippi,defense,defensive_lineman,DE,No,Undrafted
Michigan,offense,offensive_lineman,OG,No,Undrafted
LSU,defense,line_backer,OLB,No,Undrafted
Clemson,defense,line_backer,ILB,No,Undrafted
Arkansas,special_teams,kicking_specialist,P,No,Undrafted
Mississippi,offense,backs_receivers,WR,No,Undrafted
Charleston Southern,offense,offensive_lineman,OG,No,Undrafted
Oregon St.,offense,backs_receivers,WR,No,Undrafted
East. Washington,offense,backs_receivers,WR,No,Undrafted
Shepherd,offense,backs_receivers,TE,No,Undrafted
Baylor,offense,backs_receivers,WR,No,Undrafted
Miami (FL),defense,defensive_back,SS,No,Undrafted
Illinois,defense,defensive_lineman,DT,No,Undrafted
Indiana (PA),offense,offensive_lineman,OG,No,Undrafted
Florida,defense,defensive_lineman,DE,No,Undrafted
Bucknell,offense,offensive_lineman,OT,No,Undrafted
Tenn-Chattanooga,defense,defensive_lineman,DE,No,Undrafted
Tennessee St.,offense,offensive_lineman,OG,No,Undrafted
Lindenwood,defense,line_backer,ILB,No,Undrafted
Coastal Carolina,offense,backs_receivers,RB,No,Undrafted
South Carolina St.,offense,offensive_lineman,OT,No,Undrafted
Illinois St.,offense,offensive_lineman,OG,No,Undrafted
Tennessee St.,defense,defensive_back,CB,No,Undrafted
West Virginia,offense,backs_receivers,RB,No,Undrafted
Wayne State (MI),offense,offensive_lineman,OG,No,Undrafted
William & Mary,offense,offensive_lineman,OT,No,Undrafted
Ohio St.,defense,line_backer,ILB,No,Undrafted
LSU,offense,backs_receivers,RB,No,Undrafted
Arizona St.,defense,defensive_lineman,DE,No,Undrafted
Iowa,offense,offensive_lineman,C,No,Undrafted
Ohio St.,defense,defensive_back,S,No,Undrafted
LSU,offense,offensive_lineman,OT,No,Undrafted
Pittsburgh,offense,backs_receivers,WR,No,Undrafted
Alabama,defense,defensive_back,CB,No,Undrafted
Iowa,offense,backs_receivers,RB,No,Undrafted
Utah,offense,offensive_lineman,OG,No,Undrafted
Georgia,defense,defensive_lineman,DT,No,Undrafted
Florida St.,defense,line_backer,OLB,No,Undrafted
Georgia St.,defense,defensive_back,CB,No,Undrafted
Clemson,defense,defensive_back,S,No,Undrafted
Washington,offense,offensive_lineman,C,No,Undrafted
Indiana,defense,line_backer,ILB,No,Undrafted
Southern Miss,offense,backs_receivers,WR,No,Undrafted
Kansas St.,offense,backs_receivers,WR,No,Undrafted
Virginia Tech,offense,backs_receivers,WR,No,Undrafted
South Carolina,defense,line_backer,OLB,No,Undrafted
Stanford,defense,defensive_back,DB,No,Undrafted
Florida St.,defense,defensive_back,CB,No,Undrafted
Miami (FL),offense,offensive_lineman,OG,No,Undrafted
Michigan,defense,line_backer,ILB,No,Undrafted
Marshall,offense,backs_receivers,QB,No,Undrafted
Iowa St.,offense,backs_receivers,WR,No,Undrafted
San Diego St.,defense,defensive_back,S,No,Undrafted
Northwestern,defense,defensive_back,S,No,Undrafted
Texas,defense,defensive_back,CB,No,Undrafted
Texas A&M,defense,defensive_lineman,DT,No,Undrafted
Pittsburgh,offense,backs_receivers,WR,No,Undrafted
Clemson,offense,offensive_lineman,OG,No,Undrafted
Nebraska,offense,offensive_lineman,OT,No,Undrafted
West. Michigan,offense,backs_receivers,RB,No,Undrafted
Oklahoma,offense,backs_receivers,RB,No,Undrafted
Memphis,offense,backs_receivers,QB,No,Undrafted
Virginia Tech,defense,defensive_back,CB,No,Undrafted
Indiana,offense,backs_receivers,WR,No,Undrafted
Temple,defense,defensive_back,S,No,Undrafted
Penn St.,defense,line_backer,ILB,No,Undrafted
USC,offense,backs_receivers,WR,No,Undrafted
Stanford,offense,offensive_lineman,OT,No,Undrafted
Virginia,defense,defensive_back,S,No,Undrafted
Virginia,offense,backs_receivers,QB,No,Undrafted
Ohio St.,offense,backs_receivers,TE,No,Undrafted
Ohio St.,offense,backs_receivers,QB,No,Undrafted
Notre Dame,offense,backs_receivers,RB,No,Undrafted
Pittsburgh,special_teams,kicking_specialist,P,No,Undrafted
North Texas,offense,backs_receivers,RB,No,Undrafted
Purdue,defense,defensive_lineman,DT,No,Undrafted
South Dakota St.,offense,backs_receivers,WR,No,Undrafted
West Virginia,offense,backs_receivers,WR,No,Undrafted
San Diego St.,offense,backs_receivers,TE,No,Undrafted
Texas,offense,backs_receivers,RB,No,Undrafted
Louisiana-Lafayette,defense,defensive_back,S,No,Undrafted
Murray St.,defense,defensive_back,CB,No,Undrafted
Texas A&M,special_teams,kicking_specialist,P,No,Undrafted
Army,offense,offensive_lineman,OT,No,Undrafted
LSU,defense,defensive_back,CB,No,Undrafted
Arkansas,defense,defensive_back,CB,No,Undrafted
Jacksonville St.,offense,backs_receivers,RB,No,Undrafted
Oklahoma,defense,defensive_back,CB,No,Undrafted
South Carolina,defense,defensive_lineman,DT,No,Undrafted
Central Florida,offense,backs_receivers,WR,No,Undrafted
Texas Tech,offense,backs_receivers,QB,No,Undrafted
Georgia,defense,defensive_back,S,No,Undrafted
Old Dominion,defense,defensive_lineman,DE,No,Undrafted
Auburn,defense,defensive_back,S,No,Undrafted
Arizona State,offense,backs_receivers,RB,No,Undrafted
Indiana (PA),defense,defensive_back,S,No,Undrafted
Florida St.,defense,line_backer,OLB,No,Undrafted
Florida,special_teams,kicking_specialist,K,No,Undrafted
Idaho St.,offense,offensive_lineman,OG,No,Undrafted
Auburn,offense,backs_receivers,RB,No,Undrafted
Alabama,defense,defensive_lineman,DT,No,Undrafted
Stony Brook,offense,offensive_lineman,OT,No,Undrafted
Oregon St.,offense,backs_receivers,RB,No,Undrafted
Missouri,offense,backs_receivers,WR,No,Undrafted
USC,offense,backs_receivers,WR,No,Undrafted
Washington St.,offense,backs_receivers,WR,No,Undrafted
LSU,offense,offensive_lineman,OG,No,Undrafted
Utah,defense,defensive_lineman,DT,No,Undrafted
Oklahoma St.,offense,backs_receivers,WR,No,Undrafted
South Carolina,defense,defensive_back,CB,No,Undrafted
Nebraska,defense,defensive_back,S,No,Undrafted
Dubuque,defense,defensive_back,CB,No,Undrafted
Pittsburgh,offense,offensive_lineman,OT,No,Undrafted
USC,offense,backs_receivers,RB,No,Undrafted
Nebraska,defense,defensive_back,CB,No,Undrafted
Southern,defense,defensive_back,CB,No,Undrafted
Middle Tennessee St.,offense,backs_receivers,WR,No,Undrafted
Maryland,defense,defensive_back,CB,No,Undrafted
Michigan,defense,defensive_lineman,DT,No,Undrafted
TCU,offense,backs_receivers,RB,No,Undrafted
Miami (FL),offense,backs_receivers,TE,No,Undrafted
West Georgia,offense,offensive_lineman,OT,No,Undrafted
Alabama,defense,defensive_lineman,DE,No,Undrafted
Penn St.,defense,defensive_back,CB,No,Undrafted
East Carolina,offense,backs_receivers,WR,No,Undrafted
Stephen F. Austin,defense,defensive_lineman,DE,No,Undrafted
Alabama,offense,backs_receivers,WR,No,Undrafted
South Florida,offense,backs_receivers,QB,No,Undrafted
Connecticut,defense,defensive_lineman,DT,No,Undrafted
Indiana,defense,defensive_back,CB,No,Undrafted
Western Michigan,offense,backs_receivers,RB,No,Undrafted
UCLA,defense,defensive_lineman,DE,No,Undrafted
North Dakota St.,defense,line_backer,OLB,No,Undrafted
Miami (FL),defense,defensive_back,CB,No,Undrafted
Bowling Green,special_teams,kicking_specialist,P,No,Undrafted
Tennessee,special_teams,kicking_specialist,P,No,Undrafted
West Virginia,offense,backs_receivers,RB,No,Undrafted
Washington,offense,backs_receivers,RB,No,Undrafted
LSU,offense,backs_receivers,WR,No,Undrafted
San Jose St.,defense,defensive_back,CB,No,Undrafted
Utah,offense,backs_receivers,WR,No,Undrafted
Oregon,special_teams,other_special,LS,No,Undrafted
Penn St.,defense,defensive_back,CB,No,Undrafted
Alabama,defense,defensive_back,CB,No,Undrafted
Nebraska,special_teams,kicking_specialist,K,No,Undrafted
Wake Forest,defense,defensive_back,S,No,Undrafted
Miami (FL),special_teams,kicking_specialist,K,No,Undrafted
Georgia,defense,defensive_lineman,DT,No,Undrafted
Arkansas,offense,backs_receivers,QB,No,Undrafted
Colorado,defense,defensive_back,S,No,Undrafted
Mississippi,defense,defensive_back,S,No,Undrafted
Wyoming,defense,defensive_back,S,No,Undrafted
Vanderbilt,defense,defensive_back,CB,No,Undrafted
Washington St.,offense,backs_receivers,RB,No,Undrafted
Kentucky,defense,defensive_back,S,No,Undrafted
Texas Tech,offense,backs_receivers,WR,No,Undrafted
South Alabama,offense,backs_receivers,WR,No,Undrafted
LSU,special_teams,kicking_specialist,K,No,Undrafted
Toledo,offense,backs_receivers,WR,No,Undrafted
Mississippi,offense,backs_receivers,QB,No,Undrafted
North Carolina,offense,offensive_lineman,OT,No,Undrafted
Alabama,defense,defensive_back,CB,No,Undrafted
Louisville,offense,backs_receivers,WR,No,Undrafted
West Virginia,offense,backs_receivers,WR,No,Undrafted
Vanderbilt,offense,backs_receivers,QB,No,Undrafted
Michigan St.,offense,backs_receivers,RB,No,Undrafted
Boise St.,offense,backs_receivers,QB,No,Undrafted
San Diego St.,offense,offensive_lineman,OT,No,Undrafted
Utah St.,offense,backs_receivers,TE,No,Undrafted
Arkansas,defense,defensive_back,CB,No,Undrafted
San Diego St.,offense,offensive_lineman,OT,No,Undrafted
Mississippi St.,defense,defensive_back,CB,No,Undrafted
Virginia Tech,offense,offensive_lineman,OT,No,Undrafted
Florida St.,offense,backs_receivers,WR,No,Undrafted
Nebraska,offense,backs_receivers,WR,No,Undrafted
Appalachian St.,offense,backs_receivers,RB,No,Undrafted
North Carolina St.,offense,backs_receivers,WR,No,Undrafted
Mississippi St.,defense,defensive_back,S,No,Undrafted
Michigan,defense,defensive_back,CB,No,Undrafted
Mississippi,offense,backs_receivers,WR,No,Undrafted
Indiana,offense,offensive_lineman,OT,No,Undrafted
North Carolina St.,offense,offensive_lineman,OT,No,Undrafted
Miami (FL),defense,defensive_back,S,No,Undrafted
Buffalo,offense,backs_receivers,WR,No,Undrafted
UCLA,offense,offensive_lineman,OT,No,Undrafted
Buffalo,offense,backs_receivers,QB,No,Undrafted
Wisconsin,offense,backs_receivers,FB,No,Undrafted
Clemson,offense,offensive_lineman,OT,No,Undrafted
Texas,offense,backs_receivers,WR,No,Undrafted
Georgia,offense,backs_receivers,RB,No,Undrafted
Stanford,defense,defensive_back,CB,No,Undrafted
Michigan,offense,backs_receivers,RB,No,Undrafted
Duke,offense,backs_receivers,TE,No,Undrafted
Northwestern,defense,defensive_back,CB,No,Undrafted
Missouri,offense,backs_receivers,WR,No,Undrafted
Minnesota,offense,offensive_lineman,OT,No,Undrafted
Indiana,special_teams,other_special,LS,No,Undrafted
Marshall,defense,defensive_back,S,No,Undrafted
Rice,special_teams,kicking_specialist,P,No,Undrafted
Mississippi St.,offense,backs_receivers,QB,No,Undrafted
Clemson,defense,defensive_back,CB,No,Undrafted
Northwestern St. (LA),offense,backs_receivers,WR,No,Undrafted
Florida Atlantic,offense,backs_receivers,WR,No,Undrafted
Wake Forest,offense,backs_receivers,WR,No,Undrafted
Ohio St.,offense,backs_receivers,WR,No,Undrafted
Wisconsin,defense,defensive_back,S,No,Undrafted
Boston Col.,defense,defensive_back,S,No,Undrafted
Auburn,offense,backs_receivers,WR,No,Undrafted
Michigan St.,offense,backs_receivers,WR,No,Undrafted
Texas,defense,defensive_back,CB,No,Undrafted
Syracuse,offense,backs_receivers,WR,No,Undrafted
Indiana,defense,defensive_back,S,No,Undrafted
Kentucky,offense,backs_receivers,TE,No,Undrafted
Boston Col.,defense,defensive_back,CB,No,Undrafted
Northern Arizona,offense,backs_receivers,WR,No,Undrafted
Texas St.,offense,backs_receivers,TE,No,Undrafted
Washington,offense,backs_receivers,QB,No,Undrafted
Troy,defense,defensive_back,CB,No,Undrafted
LSU,offense,backs_receivers,RB,No,Undrafted
Marshall,offense,backs_receivers,WR,No,Undrafted
Missouri,offense,backs_receivers,TE,No,Undrafted
Fresno St.,defense,defensive_back,S,No,Undrafted
LSU,defense,defensive_back,S,No,Undrafted
Kansas St.,offense,backs_receivers,RB,No,Undrafted
Kentucky,defense,defensive_back,CB,No,Undrafted
Missouri,offense,offensive_lineman,OT,No,Undrafted
Northern Colorado,offense,backs_receivers,WR,No,Undrafted
Elon,offense,offensive_lineman,OT,No,Undrafted
Baylor,defense,defensive_back,CB,No,Undrafted
North Dakota St.,offense,backs_receivers,QB,No,Undrafted
Kentucky,offense,backs_receivers,RB,No,Undrafted
Northern Illinois,offense,offensive_lineman,OT,No,Undrafted
Sioux Falls,offense,offensive_lineman,OT,No,Undrafted
Morgan St.,offense,offensive_lineman,OT,No,Undrafted
Ferris St.,offense,offensive_lineman,OT,No,Undrafted
Alabama St.,offense,offensive_lineman,OT,No,Undrafted
Florida,defense,defensive_back,S,No,Undrafted
